TransactionID,TransactionAmt,risk_score,top_reason,cluster_id
3556851,300.0,0.9995290165985607,anonymized engineered feature V258 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; unusually high transaction amount ($300.00),
3529000,54.225,0.9994170210428848,anonymized engineered feature DeviceInfo (value=SM-G920P Build/NRD90M) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=84.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=14.00) - pushed risk up; exact business meaning not disclosed by the data provider,1368.0
3519805,175.0,0.9994014614036943,anonymized engineered feature V258 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3545324,300.0,0.9993900989016444,anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3522631,66.398,0.9993779186922565,anonymized engineered feature C1 (value=330.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3540431,54.225,0.9993593262811464,anonymized engineered feature DeviceInfo (value=SM-G920P Build/NRD90M) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=85.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider,1368.0
3519778,175.0,0.9993391318832848,anonymized engineered feature V258 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3528996,54.225,0.9993080650273156,anonymized engineered feature DeviceInfo (value=SM-G920P Build/NRD90M) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=83.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C11 (value=52.00) - pushed risk up; exact business meaning not disclosed by the data provider,1368.0
3519815,175.0,0.9992950538995672,anonymized engineered feature V258 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3556625,300.0,0.9992519442634572,anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; unusually high transaction amount ($300.00),
3519769,275.0,0.9991676136472468,anonymized engineered feature V156 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=2.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider,14083.0
3495229,39.593,0.9991133017353148,anonymized engineered feature V258 (value=15.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=32.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3524375,300.0,0.999083598079066,anonymized engineered feature V258 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature id_33 (value=855x480) - pushed risk up; exact business meaning not disclosed by the data provider,14038.0
3519799,175.0,0.9990213571050154,anonymized engineered feature V258 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3558031,100.0,0.9990153733801156,anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3519793,175.0,0.9989438221175952,anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=9.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=9.00) - pushed risk up; exact business meaning not disclosed by the data provider,36375.0
3499650,375.0,0.9989326412822276,anonymized engineered feature V258 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider,100220.0
3492819,200.0,0.9988554548369308,anonymized engineered feature DeviceInfo (value=VS425PP Build/LMY47V) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C13 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3481073,44.266,0.998853002300198,anonymized engineered feature V258 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=341.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=9.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3494143,39.593,0.9988412105638306,anonymized engineered feature V258 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=28.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3495231,39.593,0.9988180183929072,anonymized engineered feature V258 (value=15.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=32.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3522630,66.398,0.9987836774245772,anonymized engineered feature C1 (value=330.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C12 (value=146.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3557572,500.0,0.998769392252282,unusually high transaction amount ($500.00); anonymized engineered feature V156 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565742,30.0,0.9987406897495044,anonymized engineered feature V258 (value=19.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=20.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,52489.0
3513829,600.0,0.9987186807177052,anonymized engineered feature V156 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; unusually high transaction amount ($600.00); anonymized engineered feature V149 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3556347,500.0,0.9986893602894784,anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; unusually high transaction amount ($500.00); anonymized engineered feature V149 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3510143,27.051,0.9986653720002752,anonymized engineered feature V258 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=46.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V189 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3545327,300.0,0.99866429864936,anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3479440,400.0,0.9986585651035838,anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; unusually high transaction amount ($400.00),
3480693,350.0,0.9985982074776156,unusually high transaction amount ($350.00); anonymized engineered feature V156 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider,20064.0
3481075,44.266,0.9985506384775342,anonymized engineered feature V258 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=341.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565749,30.0,0.9985503421563076,anonymized engineered feature V258 (value=23.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=24.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3496554,19.551,0.9985032602977192,anonymized engineered feature V258 (value=15.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=17.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3519827,50.0,0.9984983290030008,anonymized engineered feature V258 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider,14083.0
3528434,81.338,0.9984940629792666,anonymized engineered feature DeviceInfo (value=SM-G920P Build/NRD90M) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,1368.0
3520645,73.776,0.998409189125754,anonymized engineered feature C1 (value=330.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider,320184.0
3558033,100.0,0.9983925764917329,anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3510153,27.051,0.9983830857686984,anonymized engineered feature V258 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=46.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C11 (value=34.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3481125,150.0,0.9983705628708276,anonymized engineered feature DeviceInfo (value=VS425PP Build/LMY47V) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C13 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3534449,150.0,0.9983178098457868,anonymized engineered feature V156 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3499605,99.721,0.9983007698181248,anonymized engineered feature V258 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=125.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C8 (value=113.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565725,30.0,0.9982743022365218,anonymized engineered feature V258 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider,60511.0
3545962,300.0,0.9982647886959184,anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; unusually high transaction amount ($300.00); anonymized engineered feature V149 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider,23336.0
3478001,150.0,0.9982621348417292,anonymized engineered feature DeviceInfo (value=VS425PP Build/LMY47V) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C13 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3496539,19.551,0.9982154643905604,anonymized engineered feature V258 (value=14.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=16.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565726,30.0,0.9982127292379288,anonymized engineered feature V258 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider,60511.0
3502946,166.918,0.9982047777211452,anonymized engineered feature DeviceInfo (value=SM-J320M Build/LMY47V) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; card type 'credit' associated with elevated risk in this data,
3479234,58.653,0.9981878559375188,anonymized engineered feature V258 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C13 (value=1.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3460709,176.448,0.9981788853798712,anonymized engineered feature V258 (value=19.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=39.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature DeviceInfo (value=Moto G (4) Build/NPJ25.93-14.7) - pushed risk down; exact business meaning not disclosed by the data provider,
3499604,99.721,0.9981717490101129,anonymized engineered feature V258 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=124.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C8 (value=113.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565729,30.0,0.9981556105909812,anonymized engineered feature V258 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=13.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3502950,166.918,0.9981047084575512,anonymized engineered feature DeviceInfo (value=SM-J320M Build/LMY47V) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=9.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C13 (value=1.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3499607,99.721,0.9980899446227008,anonymized engineered feature V258 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=126.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C8 (value=113.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3551737,100.0,0.9980736853817792,anonymized engineered feature V156 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3472050,33.261,0.99801603564597,anonymized engineered feature V258 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=17.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3519856,50.0,0.997989826096938,anonymized engineered feature V258 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=12.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=11.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3496532,19.551,0.997977789826446,anonymized engineered feature V258 (value=13.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=16.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3577004,300.0,0.9979774089511252,anonymized engineered feature V258 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider,37636.0
3522627,66.398,0.9979668118257674,anonymized engineered feature C1 (value=330.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V258 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C12 (value=146.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565748,30.0,0.9979647947389598,anonymized engineered feature V258 (value=22.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=23.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3499603,99.721,0.99796020273678,anonymized engineered feature V258 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=123.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C8 (value=113.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3510692,18.936,0.9979560791679962,anonymized engineered feature V258 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=9.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565736,30.0,0.9979547488676404,anonymized engineered feature V258 (value=16.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=18.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3576176,300.0,0.9978974805559132,anonymized engineered feature V258 (value=4.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=3.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565730,30.0,0.997873771172811,anonymized engineered feature V258 (value=12.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=14.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,21639.0
3565731,30.0,0.9978513122640486,anonymized engineered feature V258 (value=13.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=15.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3464150,475.0,0.9977021252537168,unusually high transaction amount ($475.00); anonymized engineered feature C1 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C13 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565745,30.0,0.9976918858906464,anonymized engineered feature V258 (value=21.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=22.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3460732,176.448,0.9976893024149364,anonymized engineered feature V258 (value=19.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=39.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature DeviceInfo (value=Moto G (4) Build/NPJ25.93-14.7) - pushed risk down; exact business meaning not disclosed by the data provider,
3565733,30.0,0.9976706969375876,anonymized engineered feature V258 (value=14.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=16.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V156 (value=14.00) - pushed risk up; exact business meaning not disclosed by the data provider,19733.0
3519731,450.0,0.9976615036018828,unusually high transaction amount ($450.00); anonymized engineered feature V156 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature id_33 (value=1365x768) - pushed risk up; exact business meaning not disclosed by the data provider,
3499666,39.101,0.9976128908903106,anonymized engineered feature V258 (value=16.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=18.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V189 (value=9.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3494151,39.593,0.997591901621074,anonymized engineered feature V258 (value=12.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=30.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3481071,44.266,0.9975852714782844,anonymized engineered feature V258 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=340.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3494175,39.593,0.9975817826006692,anonymized engineered feature V258 (value=13.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=31.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3565739,30.0,0.9975802935744476,anonymized engineered feature V258 (value=18.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=20.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3499626,99.721,0.9975678422351733,anonymized engineered feature V258 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=128.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C12 (value=90.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3553780,100.0,0.9975563916806668,anonymized engineered feature V156 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V149 (value=5.00) - pushed risk up; exact business meaning not disclosed by the data provider,32114.0
3481069,44.266,0.9975542167074696,anonymized engineered feature V258 (value=8.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=338.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V45 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3494166,39.593,0.9975184216676904,anonymized engineered feature V258 (value=13.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=31.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C14 (value=0.00) - pushed risk up; exact business meaning not disclosed by the data provider,
3499636,375.0,0.9975173224505232,anonymized engineered feature V258 (value=7.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=6.00) - pushed risk up; exact business meaning not disclosed by the data provider; unusually high transaction amount ($375.00),98803.0
3499667,39.101,0.9974705266154134,anonymized engineered feature V258 (value=17.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature C1 (value=19.00) - pushed risk up; exact business meaning not disclosed by the data provider; anonymized engineered feature V189 (value=10.00) - pushed risk up; exact business meaning not disclosed by the data provider,
