TransactionID,feature_name,shap_value,feature_value
3529001,C11,0.4805839221921558,53.0
3529001,C12,0.4696212751602103,53.0
3529001,V189,0.4319279875220719,4.0
3529001,C10,0.3981661459436302,26.0
3529001,C8,0.3788303077625424,72.0
3529001,V187,0.3771176682246814,4.0
3540438,DeviceInfo,1.8820676081847825,SM-G920P Build/NRD90M
3540438,C1,1.375589338251905,86.0
3540438,V258,1.0076056431568097,4.0
3540438,V45,0.6450262115874331,8.0
3540438,C12,0.4365808966481096,54.0
3540438,C11,0.43415465733544,54.0
3540438,V189,0.426129749167745,5.0
3540438,R_emaildomain,0.377404811159599,gmail.com
3540438,C10,0.3660741256840026,26.0
3540438,C8,0.3596933888350621,72.0
3540435,DeviceInfo,1.8727796090507185,SM-G920P Build/NRD90M
3540435,C1,1.3610079973456666,86.0
3540435,V258,1.1813482923141507,4.0
3540435,V45,0.610874312834751,8.0
3540435,V189,0.4458842842330672,5.0
3540435,C11,0.4454707304011165,54.0
3540435,C12,0.420137586365458,54.0
3540435,R_emaildomain,0.4194192654388873,gmail.com
3540435,C10,0.396553608165549,26.0
3540435,V187,0.3649212788584465,4.0
3556851,V258,1.424165665797294,5.0
3556851,V156,0.8947308310130601,5.0
3556851,TransactionAmt,0.8558718135185895,300.0
3556851,V149,0.7935456517840984,5.0
3556851,C1,0.7551416746588178,6.0
3556851,C14,0.6264637999472491,0.0
3556851,id_30,-0.6057857632818338,iOS 11.3.0
3556851,R_emaildomain,0.5994175893924679,gmail.com
3556851,C13,0.5950784527875524,0.0
3556851,C11,0.5398340318876025,6.0
3529000,DeviceInfo,2.0628585813790106,SM-G920P Build/NRD90M
3529000,C1,1.5153962821050009,84.0
3529000,V45,0.6741861409189854,14.0
3529000,V258,0.6355575888796037,2.0
3529000,C11,0.465560940638226,53.0
3529000,C12,0.4555932407174178,53.0
3529000,R_emaildomain,0.4357603601559757,gmail.com
3529000,V189,0.4335655357686448,4.0
3529000,C10,0.4076961315850254,26.0
3529000,C8,0.3991990847193112,72.0
3519805,V258,1.6755157026039798,6.0
3519805,V156,0.8890790273953093,10.0
3519805,V149,0.8320707585710357,10.0
3519805,C1,0.7866072699931739,10.0
3519805,C13,0.6051415984289822,0.0
3519805,C14,0.5905991123214668,0.0
3519805,C11,0.5080718547507739,8.0
3519805,V189,0.4979813152719924,6.0
3519805,R_emaildomain,0.4909287426724661,gmail.com
3519805,TransactionAmt,0.4793289162721905,175.0
3545324,V258,1.4991748712908712,4.0
3545324,V156,0.9859737596097414,3.0
3545324,V149,0.8927749371292076,4.0
3545324,TransactionAmt,0.7777867616653006,300.0
3545324,C14,0.6457507939082163,0.0
3545324,R_emaildomain,0.5823037193168727,gmail.com
3545324,C11,0.5590012729574213,4.0
3545324,id_30,-0.5457612336369316,iOS 11.3.0
3545324,C13,0.5370818665464292,0.0
3545324,V189,0.5300930103175155,4.0
3522631,C1,1.4989025318646287,330.0
3522631,V258,1.4101518466886425,5.0
3522631,V45,0.5187215412734484,5.0
3522631,C11,0.4778509574291224,146.0
3522631,C12,0.4628170459642817,146.0
3522631,C8,0.4418646462561382,124.0
3522631,V189,0.4189278455145855,4.0
3522631,V187,0.3585652064461071,4.0
3522631,R_emaildomain,0.3200839732731119,gmail.com
3522631,C10,0.2573920422751412,109.0
3540431,DeviceInfo,1.99414011840194,SM-G920P Build/NRD90M
3540431,C1,1.5133122241123695,85.0
3540431,V258,0.7449414965345972,3.0
3540431,C11,0.4878430871584601,54.0
3540431,V45,0.4850182902796535,6.0
3540431,C12,0.4448157074908489,54.0
3540431,V189,0.4442802583966964,4.0
3540431,R_emaildomain,0.4403443958942907,gmail.com
3540431,C10,0.3692082355902653,26.0
3540431,V187,0.3532364752040003,4.0
3519778,V258,1.2458130165187973,3.0
3519778,V156,1.0631781776908569,8.0
3519778,V149,0.8963507702646172,8.0
3519778,C1,0.7880619587729608,8.0
3519778,C13,0.7093635826092449,0.0
3519778,C14,0.7046679770439032,0.0
3519778,TransactionAmt,0.6512482482638723,175.0
3519778,C11,0.5559403135934232,7.0
3519778,R_emaildomain,0.5274189791335162,gmail.com
3519778,V189,0.4794192916630073,3.0
3528996,DeviceInfo,2.292565533732147,SM-G920P Build/NRD90M
3528996,C1,1.520571862038448,83.0
3528996,C11,0.5931689491338197,52.0
3528996,C10,0.5758765579494176,26.0
3528996,C8,0.50478685586987,72.0
3528996,C12,0.4882877487253015,52.0
3528996,R_emaildomain,0.4807224174720292,gmail.com
3528996,V189,0.4439120685766208,4.0
3528996,V187,0.3998519288274301,4.0
3528996,C6,0.3170978597463608,21.0
3519815,V258,1.7761701111667254,7.0
3519815,V156,0.8995215734349162,11.0
3519815,C1,0.8686357801403928,11.0
3519815,V149,0.85187789849464,11.0
3519815,C14,0.7234345486764238,0.0
3519815,C13,0.6511402064292996,0.0
3519815,TransactionAmt,0.529995520812564,175.0
3519815,V189,0.5296745358262565,7.0
3519815,R_emaildomain,0.4861078988382852,gmail.com
3519815,C11,0.4829781112161692,9.0
3556625,V156,1.108250809590556,3.0
3556625,V258,0.9995131923111752,3.0
3556625,TransactionAmt,0.9451893592128486,300.0
3556625,V149,0.8790291521009331,3.0
3556625,R_emaildomain,0.6703082500753197,gmail.com
3556625,C14,0.670020125165924,0.0
3556625,C13,0.6446633440294051,0.0
3556625,id_30,-0.6064930953328571,iOS 11.3.0
3556625,C11,0.5534932038039829,4.0
3556625,V189,0.4806643905292803,3.0
3519769,V156,1.07233060086843,7.0
3519769,V258,0.8787324622977984,2.0
3519769,V149,0.8558094147356854,7.0
3519769,id_33,0.847911796811507,1365x768
3519769,C1,0.807156025581838,7.0
3519769,C13,0.7764374972593255,0.0
3519769,TransactionAmt,0.719543001965605,275.0
3519769,C14,0.6561792569116731,0.0
3519769,R_emaildomain,0.5856753969752131,gmail.com
3519769,C11,0.5359198772690413,7.0
3495229,V258,1.486739033761337,15.0
3495229,C1,1.3219744523812147,32.0
3495229,C14,0.873565215109056,0.0
3495229,C13,0.6162655438322253,1.0
3495229,V45,0.5859561764044864,6.0
3495229,C11,0.5409326988276905,12.0
3495229,R_emaildomain,0.4266865631082466,gmail.com
3495229,V189,0.3868076613466678,3.0
3495229,V187,0.3426414654472742,3.0
3495229,id_11,0.2614577772326241,96.66999816894533
3524375,V258,1.1491750950113662,3.0
3524375,V156,1.0862686567524344,3.0
3524375,id_33,0.9981293089220148,855x480
3524375,TransactionAmt,0.9367368477027428,300.0
3524375,V149,0.8936508107369149,3.0
3524375,C14,0.7071370906340257,0.0
3524375,R_emaildomain,0.6177857307103969,gmail.com
3524375,V189,0.4732828628009459,3.0
3524375,C13,0.472694969425364,0.0
3524375,V187,0.3908826320631179,3.0
3519799,V258,1.7791202604830698,5.0
3519799,V156,0.9032761928423032,10.0
3519799,V149,0.8373143886474336,10.0
3519799,C1,0.8048363427422957,10.0
3519799,C13,0.6590070899932128,0.0
3519799,C14,0.6417570371487533,0.0
3519799,TransactionAmt,0.545982856421488,175.0
3519799,V189,0.5279175783628673,5.0
3519799,C11,0.4974439502905605,8.0
3519799,R_emaildomain,0.4894640826730953,gmail.com
3558031,V258,1.319714998702464,4.0
3558031,C1,1.0032152916886916,7.0
3558031,V156,0.9889004084300868,7.0
3558031,V149,0.8638341519772662,6.0
3558031,id_30,-0.7350892920623627,iOS 11.3.0
3558031,C14,0.6752174681138049,0.0
3558031,C13,0.6273003165073976,0.0
3558031,R_emaildomain,0.6229312567078307,gmail.com
3558031,C11,0.5423666068977673,4.0
3558031,V152,0.419493135994559,5.0
3519793,V258,1.5887683881146049,4.0
3519793,V156,0.9953388384573072,9.0
3519793,V149,0.8647750264118151,9.0
3519793,C1,0.7862713192631375,9.0
3519793,C13,0.6946056443701768,0.0
3519793,C14,0.628598435843032,0.0
3519793,C11,0.5484518204277867,8.0
3519793,V189,0.5397365722896743,4.0
3519793,TransactionAmt,0.5234289267805387,175.0
3519793,R_emaildomain,0.489259316418896,gmail.com
3499650,V258,1.4641000667148325,8.0
3499650,V156,0.8747093202871842,3.0
3499650,V149,0.8086562424682658,3.0
3499650,C1,0.7810182059674431,7.0
3499650,C13,0.6839465026653865,0.0
3499650,TransactionAmt,0.6738778527453739,375.0
3499650,id_30,-0.6003207463476059,iOS 11.3.0
3499650,C14,0.5824641164864844,0.0
3499650,C11,0.5466345729237023,7.0
3499650,R_emaildomain,0.5328840427971082,icloud.com
3492819,DeviceInfo,1.333265282113904,VS425PP Build/LMY47V
3492819,C13,0.8506345446285546,0.0
3492819,C1,0.6821647123243317,8.0
3492819,C14,0.6801267729211187,0.0
3492819,id_33,0.6391819503352337,855x480
3492819,TransactionAmt,0.6149183496136964,200.0
3492819,id_30,-0.530474969553833,Android 5.1.1
3492819,C11,0.4947298236574348,8.0
3492819,id_31,0.4207310756730615,chrome generic
3492819,V189,0.3918029658616895,3.0
3481073,V258,1.5680580790030527,11.0
3481073,C1,1.32465543630023,341.0
3481073,V45,0.794822647527234,9.0
3481073,C12,0.4717298804464713,145.0
3481073,C8,0.4707964002101353,121.0
3481073,C11,0.4209455712102578,145.0
3481073,R_emaildomain,0.4078832256789959,gmail.com
3481073,V187,0.3742095739980576,4.0
3481073,D13,-0.3353090009312687,8.0
3481073,card3,0.2811329609165915,185.0
3494143,V258,1.534439311880547,10.0
3494143,C1,1.2143322004831756,28.0
3494143,C14,0.845697468509138,0.0
3494143,C13,0.6462320321104987,1.0
3494143,C11,0.5144562284551191,9.0
3494143,V45,0.4635417087552466,4.0
3494143,id_31,0.4244890572878854,chrome generic
3494143,R_emaildomain,0.395214284805682,gmail.com
3494143,card3,0.2601080018635757,185.0
3494143,P_emaildomain,0.2462421383001197,gmail.com
3495231,V258,1.4351356805872877,15.0
3495231,C1,1.2413532836019392,32.0
3495231,C14,0.8271893661753016,0.0
3495231,C13,0.6123906049944465,1.0
3495231,C11,0.5522851736455765,12.0
3495231,V45,0.5406190382207009,6.0
3495231,R_emaildomain,0.462690149470383,gmail.com
3495231,V189,0.4082335387005692,3.0
3495231,V187,0.3348671501839807,4.0
3495231,V37,-0.2442849401205604,5.0
3522630,C1,1.5427087492386016,330.0
3522630,V258,1.178266255932535,4.0
3522630,C12,0.5621864759586727,146.0
3522630,V45,0.5149343288847498,4.0
3522630,C11,0.4979576786682514,146.0
3522630,C8,0.4609083558815894,124.0
3522630,V189,0.4255238911415883,4.0
3522630,V187,0.3409484614944055,4.0
3522630,R_emaildomain,0.3219768034051984,gmail.com
3522630,C10,0.2706194800754021,109.0
3557572,TransactionAmt,1.16261761313252,500.0
3557572,V156,1.0845989722474123,4.0
3557572,V149,0.8645070761558444,4.0
3557572,C14,0.8001908308716612,0.0
3557572,R_emaildomain,0.7495294657339011,gmail.com
3557572,C13,0.701300773377635,0.0
3557572,id_33,0.6436335652777302,1280x720
3557572,V165,-0.5736953568562857,1000.0
3557572,V189,0.513755396060617,4.0
3557572,C11,0.4080523879061141,3.0
3565742,V258,1.7201275544031067,19.0
3565742,C1,1.2106614605634096,20.0
3565742,C14,1.038855561912165,0.0
3565742,V156,0.916425426612362,19.0
3565742,V149,0.910857204682326,16.0
3565742,V139,-0.6491026323465293,19.0
3565742,V189,0.5684969488886734,15.0
3565742,C13,0.5081150008149934,0.0
3565742,D8,-0.4440632499986173,356.4583435058594
3565742,R_emaildomain,0.4372915867672565,gmail.com
3513829,V156,1.123012477049351,4.0
3513829,TransactionAmt,1.0224346122445378,600.0
3513829,V149,0.8878456195336024,4.0
3513829,R_emaildomain,0.8442660411199561,gmail.com
3513829,C14,0.7675088976296038,0.0
3513829,C13,0.7400192010357357,0.0
3513829,C11,0.6395232465897528,4.0
3513829,V152,0.4863572497939931,3.0
3513829,C1,0.3687751929804203,4.0
3513829,C2,0.3379972470332992,4.0
3556347,V156,1.1157193445592324,3.0
3556347,TransactionAmt,0.9829187209537058,500.0
3556347,V149,0.8684643734267006,3.0
3556347,C14,0.698748428492149,0.0
3556347,V258,0.633357870142149,2.0
3556347,C13,0.6168301748566672,0.0
3556347,R_emaildomain,0.616273555460673,gmail.com
3556347,id_33,0.5924816119019745,1280x720
3556347,V189,0.5023271976474434,3.0
3556347,id_04,0.3935466452456743,-11.0
3510143,V258,1.8395801256867708,6.0
3510143,C1,1.5773390356118913,46.0
3510143,V189,0.4779738085110215,5.0
3510143,C11,0.446872828849875,34.0
3510143,V187,0.3845214578403769,5.0
3510143,C12,0.3743764721750723,34.0
3510143,C6,0.367645537785333,13.0
3510143,C13,0.3143415702417967,4.0
3510143,R_emaildomain,0.2954620608734463,gmail.com
3510143,C14,0.2865996853939268,3.0
3545327,V258,1.4721457121963777,4.0
3545327,V156,1.0308455608573015,3.0
3545327,V149,0.9228420180279197,4.0
3545327,TransactionAmt,0.6503945742250352,300.0
3545327,C14,0.6148303078816305,0.0
3545327,C11,0.590383201053385,4.0
3545327,R_emaildomain,0.5703901470901062,gmail.com
3545327,id_30,-0.5663028454041132,iOS 11.3.0
3545327,V189,0.5515719568197384,4.0
3545327,C13,0.5340907054109486,0.0
3479440,V156,1.145442146502555,3.0
3479440,V258,1.1040985261586356,3.0
3479440,TransactionAmt,0.9016269987273366,400.0
3479440,V149,0.8793968751772001,3.0
3479440,C14,0.710732748135779,0.0
3479440,R_emaildomain,0.6251556402936836,gmail.com
3479440,C13,0.5829990484821175,0.0
3479440,V189,0.5236011063337814,3.0
3479440,id_30,-0.4356781137764363,iOS 11.0.3
3479440,V256,0.4031019587659358,3.0
3480693,TransactionAmt,1.2867668586808136,350.0
3480693,V156,1.278409298836391,4.0
3480693,V149,0.9809247607533724,4.0
3480693,R_emaildomain,0.878547397317916,gmail.com
3480693,C13,0.8422531778589925,0.0
3480693,C14,0.8406933345359232,0.0
3480693,C11,0.6831989445604705,4.0
3480693,V152,0.4744227735407246,3.0
3480693,C1,0.4193038716455958,4.0
3480693,id_31,0.3333682579122575,mobile safari generic
3481075,V258,1.4679348842256534,11.0
3481075,C1,1.3520943541388584,341.0
3481075,V45,0.8081733429733109,10.0
3481075,C12,0.5064357020109767,145.0
3481075,C8,0.4678895153045978,121.0
3481075,R_emaildomain,0.4645962221603416,gmail.com
3481075,C11,0.4072778818700939,145.0
3481075,V187,0.3653346285112654,4.0
3481075,D13,-0.3529209709971758,8.0
3481075,id_03,0.2912313778805653,4.0
3565749,V258,1.7207406898890674,23.0
3565749,C1,1.2274498004609802,24.0
3565749,C14,1.046887213611245,0.0
3565749,V156,0.9179274627113178,23.0
3565749,V149,0.9003412289482092,19.0
3565749,V139,-0.6519947575698829,23.0
3565749,V189,0.5642861337420052,18.0
3565749,D8,-0.5057506524312984,356.4583435058594
3565749,C13,0.4787858954521334,0.0
3565749,R_emaildomain,0.439349589224814,gmail.com
3496554,V258,1.7359347553899571,15.0
3496554,C1,1.3179216889302257,17.0
3496554,V45,0.7893284628100554,7.0
3496554,V189,0.4830020840700909,7.0
3496554,R_emaildomain,0.4190494954449894,gmail.com
3496554,id_31,0.3980586810453762,chrome generic
3496554,V187,0.3704568878645833,6.0
3496554,C11,0.3396766727886274,17.0
3496554,C14,0.2892087884404182,2.0
3496554,C12,0.2811306279142074,17.0
3519827,V258,1.640773196029577,7.0
3519827,C1,0.965040559311168,11.0
3519827,V156,0.894241219534407,11.0
3519827,V149,0.8521427539371443,11.0
3519827,C14,0.6620096444304903,0.0
3519827,C13,0.6181146793564036,0.0
3519827,V189,0.5114299154626902,7.0
3519827,C11,0.506449095021734,10.0
3519827,R_emaildomain,0.435547355571043,gmail.com
3519827,V158,0.3744184797541383,11.0
3528434,DeviceInfo,1.9859916150521495,SM-G920P Build/NRD90M
3528434,V258,1.532832015619069,5.0
3528434,C14,0.6496091749047538,0.0
3528434,C13,0.6138210700505168,0.0
3528434,C1,0.5457603456563485,5.0
3528434,R_emaildomain,0.4598969233308485,gmail.com
3528434,V189,0.4046621989303857,3.0
3528434,V45,0.4042248449320333,5.0
3528434,V187,0.3465336636089233,3.0
3528434,C11,0.2835990134619552,3.0
3520645,C1,1.5126670252268666,330.0
3520645,V258,1.3110300451275678,4.0
3520645,V45,0.5212567017177251,4.0
3520645,C12,0.5206150238306138,146.0
3520645,C11,0.4420786274877903,146.0
3520645,V109,0.4241162478527785,4.0
3520645,V189,0.4198766244963862,4.0
3520645,C8,0.4039069993301442,123.0
3520645,V187,0.385357674601013,4.0
3520645,R_emaildomain,0.3659282071446262,gmail.com
3558033,V258,1.292810142646863,4.0
3558033,C1,1.1367633896416467,7.0
3558033,V156,0.9854633669807048,7.0
3558033,V149,0.8757319708372066,6.0
3558033,id_30,-0.6635535935295037,iOS 11.3.0
3558033,C13,0.6506380610169145,0.0
3558033,C14,0.6337619864010966,0.0
3558033,C11,0.5867243198299157,4.0
3558033,R_emaildomain,0.5510057765996799,gmail.com
3558033,V152,0.4409141381528358,5.0
3510153,V258,1.817071460222767,7.0
3510153,C1,1.563299823870849,46.0
3510153,C11,0.4970012171691814,34.0
3510153,V189,0.4742003022423063,6.0
3510153,V187,0.4238763764314726,6.0
3510153,C12,0.415124632191078,34.0
3510153,C6,0.3715222118682522,13.0
3510153,R_emaildomain,0.3615749118872278,gmail.com
3510153,C13,0.3301164192501328,4.0
3510153,P_emaildomain,0.2564692396336242,gmail.com
3481125,DeviceInfo,1.5771117635062284,VS425PP Build/LMY47V
3481125,C13,1.0636073289039292,0.0
3481125,C1,0.769913200696914,8.0
3481125,C14,0.7188313350624479,0.0
3481125,id_33,0.714933595383969,855x480
3481125,id_30,-0.5641683081317076,Android 5.1.1
3481125,TransactionAmt,0.5243697566891408,150.0
3481125,C11,0.500409296369563,8.0
3481125,id_31,0.4848908574851941,chrome generic
3481125,V189,0.4199862331533834,3.0
3534449,V156,1.0940868116164644,6.0
3534449,V258,1.0080239536694524,3.0
3534449,V149,0.9087973758785076,6.0
3534449,id_31,-0.8849273624575862,chrome 60.0
3534449,C1,0.8381584718407945,6.0
3534449,C14,0.7541408858861586,0.0
3534449,C13,0.6725413427313357,0.0
3534449,C11,0.556458513302067,6.0
3534449,V189,0.5053745769302446,6.0
3534449,TransactionAmt,0.4463435879185961,150.0
3499605,V258,1.7608580796085451,7.0
3499605,C1,1.5247353394129586,125.0
3499605,C8,0.4953424406655469,113.0
3499605,C12,0.4807502718048612,89.0
3499605,C11,0.4654885127731827,89.0
3499605,id_31,0.368981054369901,mobile safari generic
3499605,R_emaildomain,0.3367419970084165,gmail.com
3499605,C10,0.3214370029832294,36.0
3499605,C6,0.3052375072892042,41.0
3499605,P_emaildomain,0.2981456557966611,gmail.com
3565725,V258,1.737522203076731,7.0
3565725,C1,0.9313011400749992,10.0
3565725,V156,0.91547215571197,7.0
3565725,V149,0.8989917058774384,7.0
3565725,C14,0.7304041837121037,0.0
3565725,V189,0.5719965243064353,7.0
3565725,C13,0.5278562233387333,0.0
3565725,D8,-0.4842783494974776,356.4583435058594
3565725,V187,0.422634293070648,7.0
3565725,R_emaildomain,0.410831601421268,gmail.com
3545962,V156,1.0675327379483706,3.0
3545962,TransactionAmt,1.0013637937582276,300.0
3545962,V149,0.8501916506666466,3.0
3545962,C1,0.764843640123156,5.0
3545962,V258,0.6641897726248945,2.0
3545962,id_30,-0.654016687685826,Mac OS X 10_11_6
3545962,C14,0.6170133720484517,0.0
3545962,C13,0.6124529351917418,0.0
3545962,C11,0.5667729788134068,5.0
3545962,R_emaildomain,0.4634184246610606,gmail.com
3478001,DeviceInfo,1.3550484979060051,VS425PP Build/LMY47V
3478001,C13,0.8270999481723594,0.0
3478001,C1,0.7624835326022393,7.0
3478001,C14,0.7156591388026526,0.0
3478001,id_33,0.6845392156299916,855x480
3478001,id_30,-0.5290234168082598,Android 5.1.1
3478001,V258,0.5109402703899145,2.0
3478001,TransactionAmt,0.5100470432838929,150.0
3478001,C11,0.4732771776903846,7.0
3478001,R_emaildomain,0.4339243594647528,gmail.com
3496539,V258,1.6080808827792727,14.0
3496539,C1,1.3349550463767597,16.0
3496539,V45,0.5947691124075741,6.0
3496539,V189,0.4723713428587947,6.0
3496539,R_emaildomain,0.3945936644213794,gmail.com
3496539,id_31,0.3614777625697527,chrome generic
3496539,C11,0.3474524423367736,17.0
3496539,V187,0.3405909369980632,5.0
3496539,C12,0.2962215405055893,17.0
3496539,C14,0.2888189330621694,2.0
3565726,V258,1.7324110842284606,8.0
3565726,C1,1.027595362376155,11.0
3565726,V156,0.92232124193111,8.0
3565726,V149,0.8982499564999525,8.0
3565726,C14,0.8147029192335706,0.0
3565726,V189,0.57277250073803,8.0
3565726,C13,0.5156866482812352,0.0
3565726,D8,-0.4826802637378656,356.4583435058594
3565726,V139,-0.4599152868034183,8.0
3565726,V187,0.4136239873158555,8.0
3502946,DeviceInfo,1.5324477138834596,SM-J320M Build/LMY47V
3502946,C1,0.9773682099686152,8.0
3502946,card6,0.8114834661952673,credit
3502946,C11,0.8035415176907992,7.0
3502946,C13,0.6821130129480703,1.0
3502946,TransactionAmt,0.3680670106042635,166.918
3502946,R_emaildomain,0.356207809920986,gmail.com
3502946,P_emaildomain,0.2953229310276785,gmail.com
3502946,card1,0.2640434930060465,10568
3502946,C6,0.2461405441267695,6.0
3479234,V258,1.779037627644222,8.0
3479234,C14,0.6640535571609356,0.0
3479234,C13,0.4806016592924676,1.0
3479234,V45,0.4705100907076044,5.0
3479234,R_emaildomain,0.4512840764189257,gmail.com
3479234,id_31,0.4346544916870837,chrome generic
3479234,C11,0.4344560776484538,4.0
3479234,V189,0.3932104077814581,4.0
3479234,V187,0.325054277875843,3.0
3479234,V37,-0.3119554308182656,8.0
3460709,V258,2.1017378090350367,19.0
3460709,C1,1.488243864824949,39.0
3460709,DeviceInfo,-0.6131780431817911,Moto G (4) Build/NPJ25.93-14.7
3460709,C11,0.6077125556171844,6.0
3460709,C13,0.568745609529744,1.0
3460709,V189,0.5271187268289856,4.0
3460709,C14,0.5136036948631982,1.0
3460709,id_31,0.4888766375994191,chrome generic
3460709,TransactionAmt,0.4222882914829819,176.448
3460709,V187,0.3859133144505621,3.0
3499604,V258,1.7470029991837062,6.0
3499604,C1,1.5211423259803512,124.0
3499604,C8,0.4835832051095496,113.0
3499604,C12,0.481938344098499,89.0
3499604,C11,0.4366801279113793,89.0
3499604,id_31,0.3564497977729193,mobile safari generic
3499604,R_emaildomain,0.3417268123792779,gmail.com
3499604,C10,0.3205508339362095,36.0
3499604,C6,0.3128358294397219,41.0
3499604,P_emaildomain,0.2876205951922673,gmail.com
3565729,V258,1.716840439708076,11.0
3565729,C1,1.0303299916675512,13.0
3565729,V156,0.9158252588213904,11.0
3565729,V149,0.8916982302041108,10.0
3565729,C14,0.8273787771002743,0.0
3565729,V139,-0.6470685079509223,11.0
3565729,V189,0.5670532146231759,9.0
3565729,C13,0.5312895661573991,0.0
3565729,D8,-0.4237526694874215,356.4583435058594
3565729,R_emaildomain,0.4234370696909307,gmail.com
3502950,DeviceInfo,1.542835658748409,SM-J320M Build/LMY47V
3502950,C1,0.8808743339236909,9.0
3502950,C13,0.7404628231343461,1.0
3502950,C11,0.7367873570510921,7.0
3502950,card6,0.7017707847113802,credit
3502950,TransactionAmt,0.3797550278887772,166.918
3502950,C10,0.3315126532641321,2.0
3502950,R_emaildomain,0.3152157833038544,gmail.com
3502950,P_emaildomain,0.2959278197010985,gmail.com
3502950,C8,0.2871836692185012,11.0
3499607,V258,1.84607861155301,8.0
3499607,C1,1.5008787591938957,126.0
3499607,C8,0.5119765172295367,113.0
3499607,C12,0.4898867191254277,89.0
3499607,C11,0.4487432402320961,89.0
3499607,id_31,0.4107563724498622,mobile safari generic
3499607,R_emaildomain,0.3376757058216551,gmail.com
3499607,C10,0.3283981803159757,36.0
3499607,C6,0.3231256132395381,41.0
3499607,V87,0.2766687373809334,7.0
3551737,V156,1.1753359642768073,5.0
3551737,V149,0.9677565250632464,4.0
3551737,C1,0.8148251089199297,5.0
3551737,V258,0.8052267593146455,2.0
3551737,C14,0.7463513758812762,0.0
3551737,R_emaildomain,0.6179683442631935,gmail.com
3551737,id_30,-0.5909847430100629,iOS 11.3.0
3551737,C13,0.5730969223450464,0.0
3551737,id_33,0.4303383295381976,2208x1242
3551737,V152,0.3997456056041254,4.0
3472050,V258,1.5735709563216078,6.0
3472050,C1,1.4552560715418996,17.0
3472050,V45,0.774834527543747,7.0
3472050,V189,0.4995621478637839,4.0
3472050,R_emaildomain,0.4375338171183393,gmail.com
3472050,V187,0.3919102118379772,5.0
3472050,C11,0.3283461823820132,15.0
3472050,C6,0.2762367360315091,10.0
